tutorial.7,이 카드에는 6가지 스탯과 설명이 있습니다.
tutorial.8,1번 스탯은 경헙치입니다.
tutorial.9,경험치는 카드의 비용이죠.
tutorial.10,2번 스탯은 체력입니다.
tutorial.11,3번 스탯은 공격력이고요.
tutorial.12,4번 스탯은 소환 시 지니고 있는 갑옷 수치입니다.
tutorial.13,"갑옷은 체력과 비슷하지만, 갑옷이 다 부셔져야 체력을 깎을 수 있습니다."
tutorial.14,5번 스탯은 속도입니다.
tutorial.15,"몹의 속도가 빠를 수록, 한 번에 더 먼 거리를 이동 가능합니다."
tutorial.16,"마지막으로, 사거리입니다."
tutorial.17,"사거리는 속도와 비슷하지만, 몹이 얼마나 먼 곳에 피해를 줄 수 있는지를 나타냅니다."
tutorial.18,설명을 읽는 것을 깜빡하지 마세요; 특정 카드들은 요긴하게 쓸 수 있는 보너스 특성들이 있습니다.
tutorial.19,"이 카드를 쓰기엔 경험치가 부족하니, 마우스나 카드를 던져서 턴을 종료하세요."
tutorial.20,"일반적으론 상대 턴이 시작되야 하지만, 이번에는 넘기도록 하겠습니다."
tutorial.21,이제 카드를 쓸 경험치가 충분합니다.
tutorial.22,보드에서 좀비를 소환할 칸에 클릭하세요.
tutorial.23,"칸에 녹색이 뜬다면 소환이 가능하며, 적색이 뜬다면 불가능하다는 것을 의미합니다."
tutorial.24,잘 했습니다! 보드 위의 몹을 본다면 스탯을 확인 가능합니다.
tutorial.25,"황금 마우스를 든 채로 좀비를 본다면, 해당 칸이 적색인 것이 보일 겁니다."
tutorial.26,이는 해당 칸의 몹이 이번 턴에 행동할 수 없음을 뜻합니다.
tutorial.27,대부분의 몹은 소환 직후 행동이 불가능합니다.
tutorial.28,"당신의 좀비를 움직이려면, 턴을 끝내야 합니다."
tutorial.29,다시금 상대의 턴을 넘겼습니다. 이제 좀비를 움직이세요.
tutorial.30,"마우스를 들고 좀비를 우클릭해 선택한 후, 파란 칸을 선택해 움직일 수 있습니다."
tutorial.31,훌륭합니다! 이런 식으로 몹을 움직일 수 있습니다.
tutorial.32,하지만 몹들은 이동 뿐만 아니라 공격도 가능합니다!
tutorial.33,부디 턴을 끝내 주세요.
tutorial.34,제가 닭을 소환했습니다.
tutorial.35,"닭을 공격해 죽여보도록 하세요. 공격은 이동과 같은 방식으로 작동하지만, 상대 몹이 있는 칸을 선택해야 합니다."
tutorial.36,"잘 했습니다! 이제 조약돌을 치우고, 다른 카드를 소개하도록 하겠습니다."
tutorial.37,카드 더미에서 카드를 하나 더 뽑아보도록 하세요.
tutorial.38,"좋아요, 신속의 물약을 뽑았습니다."
tutorial.39,신속의 물약은 소비형 카드 카테고리에 속하는 카드 중 하나입니다.
tutorial.40,"소비형 카드들은 유닛을 강화하거나, 구조물을 설치하거나, 공격을 가할 수 있습니다."
tutorial.41,어떤 소비형 카드를 언제 사용할 지를 안다면 전략을 더 잘 꾸릴 수 있을 겁니다.
tutorial.42,신속의 물약을 좀비에게 사용하세요.
tutorial.43,신속의 물약이 적용된 좀비는 한 번에 1칸이 아니라 2칸을 이동 가능합니다.
tutorial.44,"이것이 게임의 핵심이지만, 몇 가지 중요한 것들만 이야기하고 넘어가도록 하죠."
tutorial.45,"먼저, 실전에선 당신의 덱이 꽤 제한되어 있습니다."
tutorial.46,"당신의 덱에는 27장의 카드가 있고, 카드를 다 뽑을 시 새 덱이 리필되어 27장의 카드가 섞입니다."
tutorial.47,당신의 손패에는 최대 8장의 카드만 가지고 있을 수 있습니다.
tutorial.48,"눈치챘을 지도 모르겠지만, 매 턴이 시작될 때마다 이전 턴보다 경험치 획득량이 증가합니다."
tutorial.49,"경험치 획득량은 매 턴당 1씩 증가하며, 최대 20까지 증가합니다."
tutorial.50,"이제 게임의 기본은 습득했지만, 아직 배울 건 많을 겁니다."
tutorial.51,"튜토리얼을 끝내기 전, 상대의 영웅 캐릭터를 처치해 보세요."
tutorial.52,튜토리얼 상대는 턴을 계속 넘길 겁니다.
tutorial.53,또한 반격도 불가능하죠.
tutorial.54,행운을 빕니다!
tutorial.55,잘 했습니다! 게임 방법을 전부 익힌 것 같군요. 로비로 돌려보내 드리죠.
card.anvil,모루
card.anvil.lore.0,선택한 개체에
card.anvil.lore.1,피해를 4 줍니다
card.arrow_storm,화살 폭풍
card.arrow_storm.lore.0,선택한 개체를 중심으로
card.arrow_storm.lore.1,십자 형태의 범위 내에
card.arrow_storm.lore.2,피해를 1 줍니다
card.blaze_strike,블레이즈 화염구
card.blaze_strike.lore.0,선택한 개체와 좌우
card.blaze_strike.lore.1,한 칸의 개체들에게
card.blaze_strike.lore.2,3 화염 피해를 입힙니다
card.chorus_fruit,후렴과
card.chorus_fruit.lore.0,선택한 개체를
card.chorus_fruit.lore.1,보드의 무작위 위치로
card.chorus_fruit.lore.2,이동시킵니다
card.critical_hit,치명타
card.critical_hit.lore.0,선택한 개체가
card.critical_hit.lore.1,지니고 있는 효과당
card.critical_hit.lore.2,3 피해를 입힙니다
card.dragons_breath,드래곤의 숨결
card.dragons_breath.lore.0,선택한 개체를 중심으로
card.dragons_breath.lore.1,"십자 범위에 2 독 피해,"
card.dragons_breath.lore.2,2 위더 피해를 입힙니다
card.ender_pearl,엔더 진주
card.ender_pearl.lore.0,사용 후 선택한 개체는
card.ender_pearl.lore.1,보드 위 어느 칸으로든
card.ender_pearl.lore.2,이동 가능합니다
card.flint_and_steel,부싯돌과 부시
card.flint_and_steel.lore.0,적에게 불을 붙여
card.flint_and_steel.lore.1,5 화염 피해를 입히거나
card.flint_and_steel.lore.2,크리퍼를 즉시 터트립니다
card.ghast_fireball,가스트 화염구
card.ghast_fireball.lore.0,선택한 개체에 3 피해를
card.ghast_fireball.lore.1,주고 인접한 개체에게 
card.ghast_fireball.lore.2,2 피해를 줍니다
card.ice_storm,얼음 폭풍
card.ice_storm.lore.0,동결되지 않은 모든 개체를
card.ice_storm.lore.1,얼어붙여 1 피해를 입히고
card.ice_storm.lore.2,-1 속도를 부여합니다
card.iron_pickaxe,철 곡괭이
card.iron_pickaxe.lore.0,선택한 구조물에 
card.iron_pickaxe.lore.1,5 피해를 입힙니다
card.mace,철퇴
card.mace.lore.0,선택한 개체에 3 피해를
card.mace.lore.1,"줍니다. 대상을 처치 시,"
card.mace.lore.2,허상 철퇴와 8xp를 얻습니다
card.piston,피스톤
card.piston.lore.0,개체 또는 구조물을
card.piston.lore.1,상대에게 이동시킵니다
card.splash_damage_potion,투척용 고통의 물약
card.splash_damage_potion.lore.0,선택한 개체에 3 피해를 입히고
card.splash_damage_potion.lore.1,인접한 개체에게 2 피해를 입힙니다
card.splash_damage_potion.lore.2,대상이 언데드일 경우
card.splash_damage_potion.lore.3,선택한 개체의 체력을 2 회복하고
card.splash_damage_potion.lore.4,인접한 개체의 체력을 1 회복합니다
card.splash_healing_potion,투척용 치유의 물약
card.splash_healing_potion.lore.0,선택한 개체의 체력을 2 회복하고
card.splash_healing_potion.lore.1,인접한 개체의 체력을 1 회복합니다
card.splash_healing_potion.lore.2,대상이 언데드일 경우
card.splash_healing_potion.lore.3,선택한 개체에 3 피해를 입히고
card.splash_healing_potion.lore.4,인접한 개체에게 2 피해를 입힙니다
card.splash_healing_potion.lore.5,
card.splash_poison_potion,투척용 독 물약
card.splash_poison_potion.lore.0,선택한 개체를 중심으로
card.splash_poison_potion.lore.1,십자 범위에 6 독 피해를 입힙니다
card.sticky_piston,끈끈이 피스톤
card.sticky_piston.lore.0,개체 또는 구조물을
card.sticky_piston.lore.1,내 영웅 쪽으로 이동시킵니다
card.thunderstorm,폭풍우
card.thunderstorm.lore.0,무작위 3개 개체에
card.thunderstorm.lore.1,번개를 내리쳐 7 피해를 입히고
card.thunderstorm.lore.2,3개 개체에 인접한 대상에게는
card.thunderstorm.lore.3,3 피해를 입힙니다
card.tnt_cannon,Tnt 대포
card.tnt_cannon.lore.0,보드의 중앙 행에
card.tnt_cannon.lore.1,대포로 TNT를
card.tnt_cannon.lore.2,발사합니다
card.torchflower,횃불꽃
card.torchflower.lore.0,적 영웅을 대상으로
card.torchflower.lore.1,4 화염 피해를 입힙니다
card.trident,삼지창
card.trident.lore.0,선택한 개체에 7 피해를 
card.trident.lore.1,입히고 인접한 대상에게 
card.trident.lore.2,3 피해를 입힙니다
card.wind_charge,돌풍구
card.wind_charge.lore.0,선택한 위치에 인접한
card.wind_charge.lore.1,개체를 선택한 위치로부터
card.wind_charge.lore.2,1칸 밀어냅니다
card.aqua_affinity,친수성
card.aqua_affinity.lore.0,선택한 개체에
card.aqua_affinity.lore.1,수생 특성을 부여합니다
card.armor_trim,갑옷 장식
card.armor_trim.lore.0,내 영웅에게 1 갑옷을 부여합니다
card.bread,빵
card.bread.lore.0,사용시 +1xp
card.curse_of_binding,귀속 저주
card.curse_of_binding.lore.0,상대가 다음 
card.curse_of_binding.lore.1,3턴 동안 카드를 
card.curse_of_binding.lore.2,버릴 수 없습니다
card.diamond_armor,다이아몬드 갑옷
card.diamond_armor.lore.0,아군 개체에 
card.diamond_armor.lore.1,6 갑옷을 부여합니다
card.elytra,겉날개
card.elytra.lore.0,선택한 개체에 +10 속도를 부여합니다
card.elytra.lore.1,"추가적으로, 보드에 있는 모든 "
card.elytra.lore.2,아군 개체에 +1 속도를 부여합니다
card.emerald,에메랄드
card.emerald.lore.0,주민/우민과 거래해
card.emerald.lore.1,버프를 주고 특정한
card.emerald.lore.2,기능을 발동합니다
card.enchanted_golden_apple,마법이 부여된 황금 사과
card.enchanted_golden_apple.lore.0,아군 개체의 체력을 10 회복하고 
card.enchanted_golden_apple.lore.1,10 추가 체력을 부여합니다
card.enchanted_golden_apple.lore.2,
card.flame_aspect,발화
card.flame_aspect.lore.0,원거리 개체에 +1 화염 피해를 
card.flame_aspect.lore.1,"부여하거나, 근거리 개체에 "
card.flame_aspect.lore.2,+2 화염 피해를 부여합니다
card.frog_eggs,개구리 알
card.frog_eggs.lore.0,3~5개 올챙이를
card.frog_eggs.lore.1,얻습니다
card.goat_horn,염소 뿔
card.goat_horn.lore.0,"우민, 돌진 개체에"
card.goat_horn.lore.1,"신속 효과를, 추가적으로"
card.goat_horn.lore.2,돌진 개체에 힘 효과를
card.goat_horn.lore.3,1턴간 부여합니다
card.golden_apple,황금 사과
card.golden_apple.lore.0,아군 개체에 사용해
card.golden_apple.lore.1,체력을 4 회복합니다
card.golden_apple.lore.2,이중 2 체력은 최대 체력을 
card.golden_apple.lore.3,초과 가능합니다
card.golden_armor,금 갑옷
card.golden_armor.lore.0,아군 개체에
card.golden_armor.lore.1,2 갑옷을 부여합니다
card.golden_carrot,황금 당근
card.golden_carrot.lore.0,황금 당근을 먹어
card.golden_carrot.lore.1,+8xp를 얻습니다
card.haste_potion,성급함 물약
card.haste_potion.lore.0,이미 행동을 끝낸
card.haste_potion.lore.1,"개체에게 사용 시,"
card.haste_potion.lore.2,다시 행동 가능합니다
card.honeycomb,벌집 조각
card.honeycomb.lore.0,구조물에 3 갑옷을
card.honeycomb.lore.1,부여하거나 개체의 최대 체력을
card.honeycomb.lore.2,현재 체력과 동일하도록
card.honeycomb.lore.3,낮춥니다
card.invisibility_potion,투명화 물약
card.invisibility_potion.lore.0,개체에 4턴 동안
card.invisibility_potion.lore.1,투명화를 부여합니다
