card.dragons_breath.lore.3,주는 드래곤의 숨결을
card.dragons_breath.lore.4,발사합니다
card.ender_pearl,엔더 진주
card.ender_pearl.lore.0, 사용 직후 당신이 소환한
card.ender_pearl.lore.1,몹은 어떤 칸으로든
card.ender_pearl.lore.2,이동가능합니다
card.flint_and_steel,부싯돌과 부시
card.flint_and_steel.lore.0, 적에게 화염 피해를 5만큼 주거나
card.flint_and_steel.lore.1,크리퍼를 즉시 터뜨립니다
card.flint_and_steel.lore.2,Boom!
card.ghast_fireball,가스트 화염구
card.ghast_fireball.lore.0, 선택한 표적에게
card.ghast_fireball.lore.1,피해를 3 주고
card.ghast_fireball.lore.2,인접한 표적들에 피해를 2 주는
card.ghast_fireball.lore.3,화염구를 발사합니다
card.ice_storm,얼음 폭풍
card.ice_storm.lore.0, '얼어붙어라'
card.ice_storm.lore.1,모든 개체가 피해를 1 받고
card.ice_storm.lore.2,속도가 1 감소합니다
card.iron_pickaxe,철 곡괭이
card.iron_pickaxe.lore.0, 구조물에 5의
card.iron_pickaxe.lore.1,피해를 줍니다
card.piston,피스톤
card.piston.lore.0, 개체 또는 구조물을
card.piston.lore.1,상대한테 이동시킵니다
card.splash_damage_potion,투척용 고통 포션
card.splash_damage_potion.lore.0," 선택된 표적에 피해를 3 주고,"
card.splash_damage_potion.lore.1,인접한 표적들에 피해를 2 줍니다.
card.splash_damage_potion.lore.2,언데드가 선택된 표적이면 체력을
card.splash_damage_potion.lore.3,2 회복하고 인접한 표적이면
card.splash_damage_potion.lore.4,체력을 1 회복합니다
card.splash_healing_potion,투척용 즉시 회복 포션
card.splash_healing_potion.lore.0, 선택된 표적을 2만큼 회복하고
card.splash_healing_potion.lore.1,인접한 표적은 1 회복합니다
card.splash_healing_potion.lore.2,언데드가 선택된 표적이면 피해를
card.splash_healing_potion.lore.3,3 받고 인접한 표적이면
card.splash_healing_potion.lore.4,피해를 2 받습니다
card.splash_healing_potion.lore.5, 
card.splash_poison_potion,투척용 독 포션
card.splash_poison_potion.lore.0, 선택된 몹과 인접한 몹에
card.splash_poison_potion.lore.1,독 피해를 6 주는
card.splash_poison_potion.lore.2,독 포션을 던집니다
card.splash_poison_potion.lore.3, 
card.sticky_piston,끈끈이 피스톤
card.sticky_piston.lore.0, 내 영웅 캐릭터 방향으로
card.sticky_piston.lore.1,개체를 이동시킵니다
card.thunderstorm,폭풍우
card.thunderstorm.lore.0, 무작위 3개의 개체에
card.thunderstorm.lore.1,피해를 7 주고 3가지 대상의
card.thunderstorm.lore.2,인접한 개체들에게는 피해를
card.thunderstorm.lore.3,3 줍니다 ※국밥 카드 3
card.tnt_cannon,Tnt 대포
card.tnt_cannon.lore.0, 보드의 중간쯤에
card.tnt_cannon.lore.1,대포로 TNT를 발사합니다
card.tnt_cannon.lore.2, 
card.torchflower,횃불꽃
card.torchflower.lore.0, 적 영웅 캐릭터에게
card.torchflower.lore.1,화염 피해 1을 줍니다
card.trident,삼지창
card.trident.lore.0, 마법 부여된 삼지창을 던집니다.
card.trident.lore.1,선택된 표적에 번개를 내리쳐
card.trident.lore.2,피해를 7 주고 인접한 개체에
card.trident.lore.3,3의 피해를 줍니다
card.aqua_affinity,친수성
card.aqua_affinity.lore.0, 선택된 개체에
card.aqua_affinity.lore.1,물 속성을 부여합니다
card.armor_trim,갑옷 장식
card.armor_trim.lore.0, 내 영웅 캐릭터에게 갑옷을 1 부여합니다
card.bread,빵
card.bread.lore.0, 맛있게 섭취 시
card.bread.lore.1,경험치를 2 획득합니다
card.curse_of_binding,귀속 저주
card.curse_of_binding.lore.0, 상대편이
card.curse_of_binding.lore.1,다음 3턴 동안 카드를
card.curse_of_binding.lore.2,버릴 수 없습니다
card.diamond_armor,다이아몬드 갑옷
card.diamond_armor.lore.0, 내 유닛에게 갑옷을
card.diamond_armor.lore.1,6 부여합니다
card.elytra,겉날개
card.elytra.lore.0, 선택한 표적에게
card.elytra.lore.1,속도를 10 부여합니다
card.elytra.lore.2,"추가적으로, 다른 아군 유닛들 모두"
card.elytra.lore.3,속도가 1만큼 증가합니다
card.elytra.lore.4, ※사기 카드임
card.emerald,에메랄드
card.emerald.lore.0, 주민들과
card.emerald.lore.1,에메랄드를 거래하여
card.emerald.lore.2,여러 기능을 사용하세요
card.enchanted_golden_apple,인챈트 황금 사과
card.enchanted_golden_apple.lore.0, 내 유닛의 체력을 10만큼
card.enchanted_golden_apple.lore.1,회복하고 10의 추가체력을
card.enchanted_golden_apple.lore.2,부여합니다
card.frog_eggs,개구리 알
card.frog_eggs.lore.0, 3~5 개의 올챙이를
card.frog_eggs.lore.1,획득합니다
card.goat_horn,염소 뿔
card.goat_horn.lore.0," 보드 위의 우민, 낙타, 염소의"
card.goat_horn.lore.1,"속도를 높이고, 낙타와 염소는"
card.goat_horn.lore.2,공격력도 증가합니다
card.goat_horn.lore.3,(1턴간 지속)
card.golden_apple,황금 사과
card.golden_apple.lore.0, 체력을 4 회복합니다
card.golden_apple.lore.1,회복 때문에 최대체력을
card.golden_apple.lore.2,"초과하면, 최대 체력이 2만큼"
card.golden_apple.lore.3,증가할 수 있습니다
card.golden_armor,황금 갑옷
card.golden_armor.lore.0, 내 유닛에게 갑옷을
card.golden_armor.lore.1,2만큼 부여합니다
card.golden_carrot,황금 당근
card.golden_carrot.lore.0, 섭취 시
card.golden_carrot.lore.1,8의 경험치를 얻습니다
card.haste_potion,성급함 포션
card.haste_potion.lore.0, 이번 턴에 행동이 끝난
card.haste_potion.lore.1,내 유닛이 다시 행동할 수 있습니다
card.haste_potion.lore.2, 
card.honeycomb,벌집 조각
card.honeycomb.lore.0, 구조물에 갑옷을 3만큼
card.honeycomb.lore.1,부여하거나 몹의 최대 체력을
card.honeycomb.lore.2,그 몹의 현재 체력으로 낮춥니다
card.honeycomb.lore.3, 
card.invisibility_potion,투명 포션
card.invisibility_potion.lore.0, 몹에게 4턴동안
card.invisibility_potion.lore.1,투명을 부여합니다.
card.invisibility_potion.lore.2,다른 몹들이
card.invisibility_potion.lore.3,공격할 수 없습니다
card.iron_armor,철 갑옷
card.iron_armor.lore.0, 내 유닛에게 갑옷을
card.iron_armor.lore.1,4만큼 부여합니다
card.leather_armor,가죽 갑옷
card.leather_armor.lore.0, 내 유닛에게 갑옷을
card.leather_armor.lore.1,1만큼 부여합니다
card.milk,우유
card.milk.lore.0, 한 개체의 모든
card.milk.lore.1,포션 효과를 제거합니다
card.minecart,마인카트
card.minecart.lore.0, 한 턴에 좌우 방향으로
card.minecart.lore.1,계속 이동 가능합니다.
card.minecart.lore.2,앞뒤로 움직일 시
card.minecart.lore.3,카트에서 내립니다
card.miners_resilience,광부의 손길
card.miners_resilience.lore.0, 모든 유닛의 갑옷을
card.miners_resilience.lore.1,"없애고, 선택한 유닛에게"
card.miners_resilience.lore.2,그만큼의 갑옷을 부여합니다
card.name_tag,이름표
card.name_tag.lore.0, 양의 이름을 jeb_으로 바꾸거나
card.name_tag.lore.1,"(+5 공격력), 토끼를"
card.name_tag.lore.2,"Toast로 (+5 HP), 변명자를"
card.name_tag.lore.3,Johnny (+3 공격력)로 바꿉니다
card.name_tag.lore.4,혹은 선택된 몹을 Dinnerbone으로
card.name_tag.lore.5,"바꿉니다 (공격력, 체력 서로 바뀜)"
card.netherite_armor,네더라이트 갑옷
card.netherite_armor.lore.0, 내 유닛에게 갑옷을
card.netherite_armor.lore.1,10만큼 부여합니다
card.piercing,관통
card.piercing.lore.0, 원거리 유닛이 갑옷을
card.piercing.lore.1,무시하고 피해를 줍니다
card.piglin_bartering,피글린 거래
card.piglin_bartering.lore.0, 보드 위의 피글린 한 마리당
card.piglin_bartering.lore.1,카드 하나를 무작위로 얻습니다.
card.piglin_bartering.lore.2,획득한 카드는 리필된 덱에서
card.piglin_bartering.lore.3,나오지 않습니다
card.pottery_sherd,도자기 조각
card.pottery_sherd.lore.0, 내 유닛을 포획해서
card.pottery_sherd.lore.1,내 손으로 돌려보내세요
card.pottery_sherd.lore.2, 
card.rotten_flesh,썩은 살점
card.rotten_flesh.lore.0, 내 근거리 언데드 유닛의
card.rotten_flesh.lore.1,공격력을 영구적으로
card.rotten_flesh.lore.2,1만큼 늘리고
card.rotten_flesh.lore.3,체력을 2 회복합니다
card.sharpness,날카로움
card.sharpness.lore.0, 내 근거리 유닛의
card.sharpness.lore.1,공격력이 영구적으로
card.sharpness.lore.2,1만큼 증가합니다
card.spectral_arrow,분광 화살
card.spectral_arrow.lore.0, 내 원거리 유닛의
card.spectral_arrow.lore.1,사거리가 1 증가합니다
card.speed_potion,신속 포션
card.speed_potion.lore.0, 내 유닛의 속도가
card.speed_potion.lore.1,내 3턴 동안
card.speed_potion.lore.2,2만큼 증가합니다
card.splash_fire_resistance_potion,투척용 화염저항 포션
card.splash_fire_resistance_potion.lore.0, 선택한 표적과 인접한
card.splash_fire_resistance_potion.lore.1,표적들에 12턴 동안
card.splash_fire_resistance_potion.lore.2,화염저항을 부여합니다
card.strength_potion,힘 포션
card.strength_potion.lore.0, 내 근거리 유닛의
card.strength_potion.lore.1,공격력이 내 2 턴 동안
card.strength_potion.lore.2,3만큼 증가합니다
card.strength_potion.lore.3, 
card.bee_hive,벌 통
card.bee_hive.lore.0, 매 턴 종료 시마다
card.bee_hive.lore.1,주변에 벌을 소환합니다.
card.bee_hive.lore.2,벌이 소환될 때마다 이 구조물이
card.bee_hive.lore.3,1의 피해를 받습니다
card.bee_nest,벌집
card.bee_nest.lore.0, 설치 시 벌을 얻고
card.bee_nest.lore.1,새로 소환되는 모든 벌들이
card.bee_nest.lore.2,공격력을 1 얻습니다
card.bee_nest.lore.3,(벌집이 살아있는 동안)
card.cherry_sapling,벚꽃나무 묘목
card.cherry_sapling.lore.0, 설치 후 8턴이 지나면
card.cherry_sapling.lore.1,벚꽃나무로 자랍니다.
card.cherry_sapling.lore.2,벚꽃나무는 모든 아군 유닛을
card.cherry_sapling.lore.3,매 턴마다 1만큼 회복시킵니다
card.cherry_sapling.lore.4, 
card.cobblestone,조약돌
card.cobblestone.lore.0, 
card.cobblestone.lore.1,조약돌을 설치합니다
card.cobblestone.lore.2, 
card.cobweb_trap,거미줄 함정
card.cobweb_trap.lore.0, 걸리면 7턴 동안
card.cobweb_trap.lore.1,구속을 부여하는 거미줄
card.cobweb_trap.lore.2,함정을 설치합니다
card.diorite,섬록암
card.diorite.lore.0, 섬록암을 설치합니다.
card.diorite.lore.1,섬록암은 아주 못생겼기 때문에
card.diorite.lore.2,매 턴마다 인접한 몹들 중 하나에
card.diorite.lore.3,실명을 부여합니다
card.farmland,농장
card.farmland.lore.0, 내 턴이 시작될 때마다
card.farmland.lore.1,경험치 2를 추가로 주는
card.farmland.lore.2,농장을 설치합니다
card.gilded_blackstone,황금이 박힌 흑암
card.gilded_blackstone.lore.0, 채굴됐을 때
card.gilded_blackstone.lore.1,50%의 확률로 황금 아이템을
card.gilded_blackstone.lore.2,주는 블록입니다
card.gilded_blackstone.lore.3, 
card.hay_bale,건초 더미
card.hay_bale.lore.0, 공격력이 0인 모든 몹에게
card.hay_bale.lore.1,1의 공격력을 부여합니다
card.hay_bale.lore.2, 
card.jail,감옥
